company_name,company_category,description,tag_list,founded_at,country,state,region,funding_total_usd,funded_at,funded_year,funded_quarter,cb_url,homepage_url
Mobile Complete,software,,"ultimate-mobile-testing-platform, deviceanywhere-test-center, software-as-a-service-saas",1/1/2003,USA,CA,SF Bay,10000000,12/6/2006,2006,2006-Q4,/company/mobile-complete,http://www.deviceanywhere.com
Massive,software,,,,,,unknown,10000000,1/19/2005,2005,2005-Q1,/company/massive,http://www.massiveincorporated.com
Article One Partners,software,Online Research Community,,1/1/2008,USA,NY,New York,10000000,12/15/2009,2009,2009-Q4,/company/article-one-partners,http://www.articleonepartners.com
Cooptions Technologies,software,IT enabled solutions,,1/1/1999,IND,,Hyderabad,10000000,11/23/2009,2009,2009-Q4,/company/cooptions-technologies,http://www.cooptionstech.com
51hejia.com,software,,,,CHN,,Shanghai,10000000,7/26/2007,2007,2007-Q3,/company/51hejia-com,http://51hejia.com
Catalyst Mobile,software,"develops, integrates mobile music",,1/1/2006,USA,,SF Bay,10000000,10/9/2007,2007,2007-Q4,/company/catalyst-mobile,http://www.catalystmobile.com
SpeechCycle,software, Rich Phone Applications,,,USA,NY,New York,10000000,3/6/2007,2007,2007-Q1,/company/speechcycle,http://www.speechcycle.com
VSoft,software,banking and payment solutions,,1/1/1996,USA,GA,Atlanta,10000000,6/11/2007,2007,2007-Q2,/company/vsoft,http://www.vsoftcorp.com
SkyBitz,software,asset management company,,1/1/1995,USA,VA,Washington DC,10000000,2/7/2007,2007,2007-Q1,/company/skybitz,http://www.skybitz.com
Iperia,software,communication enabling applications,,1/1/1997,USA,MA,Boston,10000000,1/31/2007,2007,2007-Q1,/company/iperia,http://www.iperia.com
Natural Convergence,software,VoIP software,,1/1/2001,CAN,,Ottawa,10000000,11/21/2006,2006,2006-Q4,/company/natural-convergence,http://www.naturalconvergence.com
Mavent,software,,,1/1/1999,USA,CA,Los Angeles,10000000,9/25/2006,2006,2006-Q3,/company/mavent,http://www.mavent.com
QuIC Financial Technologies,software,,,1/1/1998,CAN,,Vancouver,10000000,1/10/2006,2006,2006-Q1,/company/quic-financial-technologies,http://quic.com
PolyServe,software,,,1/1/1999,USA,OR,Portland,10000000,11/3/2006,2006,2006-Q4,/company/polyserve,
Application Security,software,,,1/1/2001,USA,NY,New York,10000000,4/17/2006,2006,2006-Q2,/company/application-security,http://www.appsecinc.com
Vayusa,software,,,1/1/2001,USA,MA,Boston,10000000,3/20/2006,2006,2006-Q1,/company/vayusa,
Anthology Solutions,software,,,1/1/1999,USA,CA,SF Bay,10000000,2/6/2006,2006,2006-Q1,/company/anthology-solutions,
Neverfail,software,,,1/1/1993,USA,TX,Austin,10000000,1/20/2006,2006,2006-Q1,/company/neverfail,http://www.neverfailgroup.com
Agitar,software,,,,USA,RI,Cranston,10000000,1/17/2006,2006,2006-Q1,/company/agitar,http://www.agitar.com
InforSense,software,,,1/1/1999,GBR,,London,10000000,10/25/2006,2006,2006-Q4,/company/inforsense,http://www.inforsense.com
Razz,software,,,1/1/2002,USA,CA,SF Bay,10000000,2/28/2006,2006,2006-Q1,/company/razz,
Planitax,software,,,1/1/1999,USA,CA,SF Bay,10000000,7/26/2006,2006,2006-Q3,/company/planitax,
Signiant,software,Secure file transfer solutions,signiant,1/1/2000,USA,MA,Boston,10000000,9/13/2006,2006,2006-Q3,/company/signiant,http://www.signiant.com
AppLabs,software,Independent Software Testing Services,"software-testing, quality-management, quailty-assurance, third-party-validation, independent-testing-services, software-testing-services",1/1/2001,IND,,Hyderabad,10000000,6/29/2006,2006,2006-Q2,/company/applabs,http://www.applabs.com
Fortify Software,software,Enabling Software Security Assurance,,10/1/2002,USA,CA,SF Bay,10000000,12/15/2005,2005,2005-Q4,/company/fortify-software,http://www.fortify.com
Klocwork,software,software solutions,"software, static-analysis, source-code-analysis, developer-tool",1/1/2001,CAN,,Ottawa,10000000,5/13/2005,2005,2005-Q2,/company/klokwork,http://www.klocwork.com
Cloakware,software,,,1/1/1997,USA,VA,Washington DC,10000000,3/21/2005,2005,2005-Q1,/company/cloakware,http://www.cloakware.com
IntervalZero,software,Embedded Computer software,,,USA,MA,Boston,10000000,2/8/2005,2005,2005-Q1,/company/intervalzero,http://www.intervalzero.com
DisclosureNet Inc.,software,Disclosure Management Solution,"corporate-disclosure-research, financial-statement-examples, corporate-intelligence, financial-reporting, disclosure, compliance",1/1/2002,CAN,,Toronto,10000000,5/13/2010,2010,2010-Q2,/company/disclosurenet,http://www.disclosurenet.com
Tectura,software,business technology solutions,,1/1/2001,USA,CA,SF Bay,10000000,6/13/2005,2005,2005-Q2,/company/tectura,http://www.tectura.com
SocialShield,software,Online monitoring for parents,,9/1/2009,USA,CA,SF Bay,10000000,10/5/2010,2010,2010-Q4,/company/socialshield,http://www.socialshield.com
PanGo Networks,software,wireless location management platform,,1/1/1999,USA,NY,Framingham,10000000,10/17/2005,2005,2005-Q4,/company/pango-networks,http://www.pangonetworks.com
Impress Software Solutions,software,Enterprise Resource Planning Software,,1/1/1997,USA,MA,Boston,10000000,9/12/2005,2005,2005-Q3,/company/impress-software-solutions,
Peppercoin,software,Financial Services Software,,1/1/2001,USA,MA,Boston,10000000,11/4/2005,2005,2005-Q4,/company/peppercoin,
Syndera Corporation,software,Application Software,,1/1/2002,USA,CA,SF Bay,10000000,6/20/2005,2005,2005-Q2,/company/syndera-corporation,http://www.syndera.com
Qumas,software,Data Management; Information Technology,,,USA,NJ,New York,10000000,5/23/2005,2005,2005-Q2,/company/qumas,http://www.qumas.com
BeVocal,software,Call Center Management Software,,1/1/1999,USA,CA,SF Bay,10000000,4/18/2005,2005,2005-Q2,/company/bevocal,http://bevocal.com/corporateweb
Earnix,software,Financial Services Software,,1/1/2001,ISR,,Ramat Gan,10000000,9/13/2005,2005,2005-Q3,/company/earnix,http://www.earnix.com
NexGen Storage,software,,,1/1/2010,USA,CO,Denver,10000000,2/7/2011,2011,2011-Q1,/company/nexgen-storage,http://www.nexgenstorage.com
Sourcebits,software,"Mobile, Web, and Cloud Development","mac, web, iphone, ios, android, cloud, enterprise-mobility, enterprise-cloud, ror, php, javascript, ajax, flex, development, software, applications, programmers, coders, bangalore, india",4/27/2006,USA,CA,SF Bay,10000000,5/10/2011,2011,2011-Q2,/company/sourcebits-technologies,http://www.sourcebits.com
Quid,software,quantative visualization technology,,1/1/2010,USA,CA,SF Bay,10000000,7/25/2011,2011,2011-Q3,/company/quid,http://quid.com
HotLink,software,Virtualization System Management,"virtualization, management, enterprise, software",1/1/2010,USA,CA,SF Bay,10000000,8/9/2011,2011,2011-Q3,/company/hotlink,http://www.hotlink.com
First Service Networks,software,,,1/1/1966,USA,AZ,Phoenix,10000000,8/29/2011,2011,2011-Q3,/company/first-service-networks,http://www.firstservicenetworks.com
Insyde Software,software,,,,TWN,,Taipei,10000000,11/22/2011,2011,2011-Q4,/company/insyde-software,http://www.insydesw.com
BlueSprig,software,personal utility apps,mobile-startup-cloud,5/1/2011,USA,CA,SF Bay,10000000,12/15/2011,2011,2011-Q4,/company/bluesprig,http://www.bluesprig.com
MediaMorph,software,,,10/1/2007,USA,NY,New York,10000000,2/29/2012,2012,2012-Q1,/company/mediamorph,http://mediamorph.com
FirstBest,software,,,1/1/2006,USA,MA,Boston,10000000,4/3/2012,2012,2012-Q2,/company/firstbest,http://firstbest.com
Contrail Systems,software,,,,USA,CA,SF Bay,10000000,7/27/2012,2012,2012-Q3,/company/contrail-systems,http://www.contrailsystems.com
Coho Data,software,Enterprise Storage Startup,,11/1/2011,CAN,,Canada - Other,10000000,8/23/2012,2012,2012-Q3,/company/coho-data,http://www.cohodata.com
Sparql City,software,,,,USA,CA,San Diego,10000000,8/17/2013,2013,2013-Q3,/company/sparql-city,http://sparqlcity.com
PureDiscovery Corporation,software,,,,USA,TX,Dallas,10000000,9/12/2013,2013,2013-Q3,/company/purediscovery-corporation,http://www.purediscovery.com
Refresh.io,software,Beta ,,12/1/2011,USA,CA,SF Bay,10000000,10/8/2013,2013,2013-Q4,/company/refresh-io,http://www.refresh.io
Stratoscale,software,,,1/1/2013,ISR,,Herzliya Pituach,10000000,10/28/2013,2013,2013-Q4,/company/stratoscale,http://www.stratoscale.com
TrenStar,software,,,1/1/2001,USA,CO,Denver,10000000,4/6/2007,2007,2007-Q2,/company/trenstar,
Related Content Database (RCDb),software,TV software and data services,"metadata, film, television, advertising, syndication",1/1/2006,USA,CA,SF Bay,10000000,1/1/2010,2010,2010-Q1,/company/rcdb,http://rcdb.net
Zadara Storage,software,Enterprise class cloud block storage,"cloud, cloud-storage, cloud-block-storage, software-defined-storage",1/1/2011,USA,CA,Los Angeles,10000000,7/31/2013,2013,2013-Q3,/company/zadara-storage,http://www.zadarastorage.com
Purkinje,software, integrated suite of solutions,,1/1/1978,CAN,,Montreal,10000000,3/1/2007,2007,2007-Q1,/company/purkinje,http://www.purkinje.com
UIEvolution,software,Mobile Convergence Software,,1/1/2000,USA,WA,Seattle,9999996,9/10/2008,2008,2008-Q3,/company/uievolution,http://www.uievolution.com
Copiun,software,,,,USA,MA,Boston,9901574,9/2/2010,2010,2010-Q3,/company/copiun,http://www.copiun.com
Hyperic,software,management software for Web apps,cloud-management,1/1/2004,USA,CA,SF Bay,9900000,5/10/2006,2006,2006-Q2,/company/hyperic,http://www.hyperic.com
Nuxeo,software,Content Management Platform,"ecm, cms, document-management, open-source, java, j2ee",12/1/2000,FRA,,Paris,9860740,11/14/2008,2008,2008-Q4,/company/nuxeo,http://www.nuxeo.com
TraderTools,software,Financial Business Solutions,,,USA,NY,New York,9800000,1/13/2009,2009,2009-Q1,/company/tradertools,http://www.tradertools.com
Aldis,software,traffic and energy management,,1/1/2006,USA,TN,Oak Ridge,9780000,10/22/2007,2007,2007-Q4,/company/aldis,http://www.aldiscorp.com
RapidMind,software,software development ,,1/1/2004,CAN,,Waterloo,9726000,4/18/2007,2007,2007-Q2,/company/rapidmind,http://www.rapidmind.net
The Filter,software,personalized discovery engine,"taste-profile, taste-graph, recommendations, relevance",1/1/2004,GBR,,Bath,9700000,5/1/2006,2006,2006-Q2,/company/thefilter,http://www.thefilter.com
Stormpath,software,,"identity-infrastructure, cloud-security, java-security-framework, apache-shiro",,USA,CA,SF Bay,9700000,3/19/2012,2012,2012-Q1,/company/stormpath,http://www.stormpath.com
Mtivity,software,print management solutions,marketing-production-optimization-procurment-print,1/1/1999,GBR,,London,9680000,7/19/2007,2007,2007-Q3,/company/mtivity,http://www.mtivity.com
Organic Motion,software,marker less motion capture systems,science,1/1/2006,USA,NY,New York,9649999,10/22/2009,2009,2009-Q4,/company/organic-motion,http://organicmotion.com
Iscopia Software,software,online hiring solutions,"ehr, hiring, recruitment, applicant-tracking-system, recruiting",1/1/1993,CAN,,Montreal,9544343,5/12/2008,2008,2008-Q2,/company/iscopia-software,http://www.iscopia.com
Sentrigo,software,database security software,"security, database, oracle, sql, sql-server, database-security, pci-dss, compliance, virtual-patching, dam, database-activity-monitoring, auditing",10/1/2006,USA,CA,SF Bay,9500000,5/8/2007,2007,2007-Q2,/company/sentrigo,http://www.sentrigo.com
BeeTV,software,A place for people to talk about the tv ,"social-tv, ipad, tv, television, vod, recommendation, recommendations, tv-recommendations",8/1/2007,ITA,,Milan,9500000,6/3/2009,2009,2009-Q2,/company/beetv,http://bee.tv
Presidium Learning,software,Technology-based education services,"education, education-software",,USA,VA,Washington DC,9500000,6/19/2009,2009,2009-Q2,/company/presidium-learning,http://www.presidiuminc.com
WebGen Systems,software,,,,USA,MA,Boston,9500000,6/1/2006,2006,2006-Q2,/company/webgen-systems,http://www.webgensystems.com
NextMedium,software,,,1/1/2004,USA,CA,Los Angeles,9500000,7/24/2006,2006,2006-Q3,/company/nextmedium,http://nextmedium.com
PANTA Systems,software,data warehouse appliances,,1/1/2002,USA,CA,SF Bay,9500000,5/1/2005,2005,2005-Q2,/company/panta-systems,http://www.pantasys.com
Sport Ngin,software,Sports Team Websites & Apps,"organization-management-systems, sports-management, youth-athletics, athletic-team-management",1/1/2008,USA,MN,Minneapolis,9500000,8/25/2011,2011,2011-Q3,/company/sport-ngin,http://www.sportngin.com
Paxata,software,,,5/29/2012,USA,CA,SF Bay,9492752,10/28/2013,2013,2013-Q4,/company/paxata-2,http://www.paxata.com
eYeka,software,Creative ideas for brands,"platform, marketing, crowdsourcing, cocreation, community, social, conversation, brands",1/1/2006,FRA,,Paris,9340000,3/1/2006,2006,2006-Q1,/company/eyeka,http://www.eyeka.net
Iconixx Software,software,,,1/1/2010,USA,TX,Austin,9264900,1/8/2013,2013,2013-Q1,/company/iconixx-software,http://www.iconixx.com
Proficiency,software,CAD interoperability solutions,,1/1/1998,USA,MA,Boston,9250000,2/26/2008,2008,2008-Q1,/company/proficiency,http://www.proficiency.com
Secure Software,software,,,1/1/2001,USA,VA,Washington DC,9250000,2/10/2005,2005,2005-Q1,/company/secure-software,
4Home,software,XML Based Mobile Software Platform,"home, wireless, cloud, broadband, energy, automation",1/1/2006,USA,CA,SF Bay,9146354,8/1/2006,2006,2006-Q3,/company/4home,http://www.4home.com
Semantra,software,Business Search and Communication,"semantics, bi, analytics, search",1/1/2003,USA,TX,Dallas,9100000,7/22/2008,2008,2008-Q3,/company/semantra,http://www.semantra.com
Syntricity,software,,,1/1/1997,USA,CA,San Diego,9100000,1/11/2006,2006,2006-Q1,/company/syntricity,http://www.syntricity.com
RLX Technologies,software,,,1/1/1999,USA,TX,Houston,9100000,3/15/2005,2005,2005-Q1,/company/rlx-technologies,
TrackVia,software,,"database, onlinedatabase, webdatabase",1/1/2006,USA,CO,Denver,9021221,6/1/2007,2007,2007-Q2,/company/trackvia,http://www.trackvia.com
IGLOO Software,software,Enterprise Social Networking (ESN),"online-community-software, social-networking-software, business-social-software, social-software, business-software, online-community, online-collaboration, content-management, web-publishing, wiki, forum-software, blog-software, web-2-0, saas",2/1/2008,CAN,,Kitchener,9000000,5/1/2008,2008,2008-Q2,/company/igloo-software,http://www.IGLOOSoftware.com
Integrated Trade Processing,software,trading technology services,,1/1/1999,USA,NY,New York,9000000,4/9/2007,2007,2007-Q2,/company/integrated-trade-processing,http://www.itpcorporation.com
Deep Nines,software,integrated security solutions,"web-security, data-security, internet-security, network-security, firewall, secure-web-gateway, intrusion-prevention",1/1/1999,USA,TX,Dallas,9000000,2/6/2007,2007,2007-Q1,/company/deep-nines,http://www.deepnines.com
Q1 Labs,software, network security software,,1/1/2001,USA,MA,Boston,9000000,1/1/2007,2007,2007-Q1,/company/q1-labs,http://www.q1labs.com
Mitrionics,software,(FPGA) based processing solutions,,1/1/2001,SWE,,Lund,9000000,5/15/2007,2007,2007-Q2,/company/mitrionics,http://www.mitrionics.se
Interwise,software,,,1/1/1994,USA,MA,Boston,9000000,8/8/2006,2006,2006-Q3,/company/interwise,
Axentis Software,software,,,1/1/1999,USA,OH,Cleveland,9000000,1/30/2006,2006,2006-Q1,/company/axentis-software,http://www.axentis.com
Tetco Technologies,software,"development, integration",,1/1/2000,FRA,,Paris,9000000,1/15/2007,2007,2007-Q1,/company/tetco-technologies,http://www.tetcovoxpilot.com
Avolent,software,,,1/1/1995,USA,CA,SF Bay,9000000,10/9/2006,2006,2006-Q4,/company/avolent,http://www.avolent.com
Twisted Pair Solutions,software,,,1/1/1999,USA,WA,Seattle,9000000,9/29/2006,2006,2006-Q3,/company/twisted-pair-solutions,http://www.twistpair.com
Triumfant,software,Data Software Provider,"software, efficiency, security, enterprise",1/1/2002,USA,MD,Washington DC,9000000,3/2/2006,2006,2006-Q1,/company/triumfant,http://www.triumfant.com/default.asp
Fusepoint Managed Services,software,,,,CAN,,Vancouver,9000000,1/18/2006,2006,2006-Q1,/company/fusepoint-managed-services,http://www.fusepoint.com
XMPie,software,Variable Data Publishing software,,1/1/2000,USA,NY,New York,9000000,11/1/2004,2004,2004-Q4,/company/xmpie,http://www.XMPie.com
You Software,software,,,,,,unknown,9000000,12/5/2005,2005,2005-Q4,/company/you-software,http://www.yousoftware.com
Game Trust,software,commerce applications,,1/1/2002,USA,NY,New York,9000000,11/15/2005,2005,2005-Q4,/company/game-trust,http://gametrust.com
Reflect Systems,software,Enterprise digital signage solutions,"digital-signage, dooh, retail, enterprise",9/1/2001,USA,TX,Dallas,9000000,3/21/2005,2005,2005-Q1,/company/reflect-systems,http://www.reflectsystems.com
Objective Logistics,software,Retail Optimization Software,"big-data, analytics, labor-optimization, game-layers, labor-graph",1/1/2009,USA,MA,Boston,9000000,11/30/2011,2011,2011-Q4,/company/objective-logistics,http://www.objectivelogistics.com
